"url","normalized_url","clicks","impressions","ctr","position","page_type","primary_cluster","priority","recommended_action","notes"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/dentistas","https://www.alefotografo.com.br/fotografo-corporativo/categoria/dentistas","0","4","0%","3","MONEY","saude","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-na-abrafati-show-2022","https://www.alefotografo.com.br/videos-para-empresas/sq-quimica-na-abrafati-show-2022","0","2","0%","8","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-corporativo-feira-hospitalar-genesis-inteligencia-artificial","https://www.alefotografo.com.br/videos-para-empresas/video-corporativo-feira-hospitalar-genesis-inteligencia-artificial","0","2","0%","11","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/dicas-de-cursos-e-aulas-online-para-voce-se-inspirar-e-capacitar","https://www.alefotografo.com.br/blog/dicas-de-cursos-e-aulas-online-para-voce-se-inspirar-e-capacitar","0","2","0%","13.5","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotografo","https://www.alefotografo.com.br/blog/categoria/fotografo","0","2","0%","1","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/empreendimentos-imobiliarios","https://www.alefotografo.com.br/fotografo-corporativo/empreendimentos-imobiliarios","0","4","0%","1","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/retratos-profissionais-em-estudio","https://www.alefotografo.com.br/videos-para-empresas/retratos-profissionais-em-estudio","0","1","0%","1","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/apresentacao-de-servicos","https://www.alefotografo.com.br/videos-para-empresas/categoria/apresentacao-de-servicos","0","3","0%","2","VIDEO_SERVICE","video-item-LEGADO","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/encontro-de-craques-germed-1","https://www.alefotografo.com.br/videos-para-empresas/encontro-de-craques-germed-1","0","1","0%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/passion-for-excellence-latam-sales-meeting-2021-convatec","https://www.alefotografo.com.br/videos-para-empresas/passion-for-excellence-latam-sales-meeting-2021-convatec","0","1","0%","5","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotos-de-culinaria","https://www.alefotografo.com.br/blog/categoria/fotos-de-culinaria","0","1","0%","6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/gpa-aliados","https://www.alefotografo.com.br/videos-para-empresas/gpa-aliados","0","1","0%","6","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ibde-rio2026","https://www.alefotografo.com.br/videos-para-empresas/ibde-rio2026","0","1","0%","7","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-corporativo-fcw-premio-almirante-alvaro-alberto","https://www.alefotografo.com.br/videos-para-empresas/video-corporativo-fcw-premio-almirante-alvaro-alberto","0","1","0%","7","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/eventos-corporativos","https://www.alefotografo.com.br/videos-para-empresas/categoria/eventos-corporativos","0","2","0%","8","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/microbiota-brasil-2026-destaques-do-2-dia-cobertura-profissional-do-congresso","https://www.alefotografo.com.br/videos-para-empresas/microbiota-brasil-2026-destaques-do-2-dia-cobertura-profissional-do-congresso","0","1","0%","8","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/9-forum-abradilan","https://www.alefotografo.com.br/videos-para-empresas/9-forum-abradilan","0","1","0%","9","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/faz-negocios-3","https://www.alefotografo.com.br/videos-para-empresas/faz-negocios-3","0","1","0%","11","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/onemba","https://www.alefotografo.com.br/videos-para-empresas/onemba","0","1","0%","13","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/video-aereo-com-drone","https://www.alefotografo.com.br/blog/categoria/video-aereo-com-drone","0","1","0%","16","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
